STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
2168;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để thêm phần tử vào cuối danh sách ta dùng hàm; append()~ pop()~ clear()~ remove();A. append();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2169;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để xóa phần tử thứ 2 trong danh sách a ta dùng lệnh; del(2)~ del a[2]~ del a~ remove(2);B. del a[2];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2170;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Để xóa tất cả các phần tử trong danh sách, ta gọi hàm thành viên; append()~ pop()~ clear()~ remove();C. clear();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2171;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Lệnh a.sort() thực hiện; Xóa danh sách a.~ Sắp xếp danh sách a theo thứ tự không giảm.~ Sắp xếp danh sách a theo thứ tự không tăng.~ Gọi đến phần tử đầu tiên trong danh sách a;B. Sắp xếp danh sách a theo thứ tự không giảm.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2172;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cho đoạn chương trình;a=[2,4,6]~for i in a:~print(2*i)~Trên màn hình sẽ có các giá trị~ 2 4 6~ 4 6 8~ 4 6 12~ 4 8 12;D. 4 8 12;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2173;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cho đoạn chương trình sau;a=[3,1,5,2]~a.sort()~print(a)~Sau khi thực hiện đoạn chương trình trên, danh sách a hiển thị trên màn hình là:~ [1,2,3,5]~ [3,1,5,2]~ [5,3,2,1]~ [3,5,2,1];A. [1,2,3,5];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2174;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Để khởi tạo danh sách a là một danh sách rỗng ta viết; a=’’~ a=[]~ a=[0]~ a=””;B. a=[];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2175;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Cho danh sách a gồm các phần tử [3,4,5]. Khi đó len(a)=?; 1~ 2~ 3~ 4;C. 3;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2176;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Để thêm phần tử vào cuối danh sách ta dùng hàm; append()~ pop()~ clear()~ remove();A. append();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2177;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Giả sử danh sách được xác định như sau;"A = [1, 2, 3, 10, ""Việt"", True]~Em hãy cho biết câu lệnh sau in gì ra màn hình.~print(A[2], A[4], A[5], len(A))~ 2 10 Việt 6~ 2 10 ""Việt"" 6~ 3 Việt True 6~ 3 ""Việt"" True 6";C. 3 Việt True 6;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2178;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chọn phát biểu đúng khi nói về dữ liệu kiểu mảng(List) trong python.; Dữ liệu kiểu mảng là tập hợp các phần tử không có thứ tự và mọi phần tử có cùng một kiểu dữ liệu.~ Dữ liệu kiểu mảng là tập hợp các phần tử có thứ tự và mỗi một phần tử trong mảng có thể có các kiểu dữ liệu khác nhau.~ Dữ liệu kiểu mảng là tập hợp các phần tử có thứ tự và mọi phần tử phải có cùng một kiểu dữ liệu.~ Tất cả ý trên đều sai.;B. Dữ liệu kiểu mảng là tập hợp các phần tử có thứ tự và mỗi một phần tử trong mảng có thể có các kiểu dữ liệu khác nhau.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2179;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Để xóa tất cả các phần tử trong danh sách, ta gọi hàm thành viên; append()~ pop()~ clear()~ remove();C. clear();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2180;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Cho đoạn chương trình;a=[1,2,3]~a.insert(0,2)~print(a)~Sau khi thực hiện đoạn chương trình trên thì danh sách a có các phần tử:~ a=[0,1,2,3]~ a=[2,3]~ a=[2,1,2,3]~ a=[1,2,3,2] (5 câu);C. a=[2,1,2,3];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2181;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Cho đoạn chương trình;a=[1,2,3]~a.pop(2)~print(a)~Sau khi thực hiện đoạn chương trình trên thì danh sách a có các phần tử:~ a=[1,2]~ a=[2,3]~ a=[1,3]~ a=[2];A. a=[1,2];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2182;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Toán tử nào dùng để kiểm tra một giá trị có nằm trong danh sách không?; in.~ int.~ range.~ append.;A. in.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2183;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Giả sử có một list: i = [2, 3, 4]. Nếu muốn in list này theo thứ tự ngược lại ta nên sử dụng phương pháp nào sau đây?; print(list(reversed(i))).~ print(list(reverse(i))).~ print(reversed(i)).~ print(reversed(i)).;A. print(list(reversed(i))).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2184;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Cách khai báo biến mảng sau đây, cách nào sai?; ls = [1, 2, 3]~ ls = [x for x in range(3)]~ ls = [int(x) for x in input().split()]~ ls = list(3).;D. ls = list(3).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2185;Cánh diều;BÀI 14: KIỂU DỮ LIỆU DANH SÁCH – XỬ LÍ DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Giả sử A = [‘a’, ‘b’, ‘c’, ‘d’, 2, 3, 4]. Các biểu thức sau trả về giá trị đúng hay sai?;6 in A~‘a’ in A~ True, False.~ True, False.~ False, True.~ False, False.~ ĐÁP ÁN (5 câu);C. False, True.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2186;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Lệnh nào để duyệt từng phần tử của danh sách?; for.~ while – for.~ for kết hợp với lệnh range().~ while kết hợp với lệnh range().;C. for kết hợp với lệnh range().;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2187;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Cho mảng a=[0,2,4,6]. Phần tử a[1]=?; 0~ 2~ 4~ 6;B. 2;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2188;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Cho đoạn chương trình;a=[1,2,3]~a.append(4)~print(a)~Sau khi thực hiện đoạn chương trình trên thì danh sách a có các phần tử~ a=[4,1,2,3]~ a=[1,2,3]~ a=[1,2,3,4]~ a=[1,4,2,3];C. a=[1,2,3,4];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2189;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Cho đoạn chương trình;a=[1,2,3]~a.pop(2)~print(a)~Sau khi thực hiện đoạn chương trình trên thì danh sách a có các phần tử:~ a=[1,2]~ a=[2,3]~ a=[1,3]~ a=[2];A. a=[1,2];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2190;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Cho đoạn chương trình;a=[1,2,3]~a.insert(0,2)~print(a)~Sau khi thực hiện đoạn chương trình trên thì danh sách a có các phần tử:~ a=[0,1,2,3]~ a=[2,3]~ a=[2,1,2,3]~ a=[1,2,3,2];C. a=[2,1,2,3];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2191;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để biết kích thước của danh sách ta dùng hàm; type()~ len()~ sort()~ pop();B. len();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2192;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để khởi tạo danh sách b có 5 phần tử 1, 2, 3, 4, 5 ta dùng viết; b = 1, 2, 3, 4, 5~ b = (1, 2, 3, 4, 5)~ b = [1..5]~ b = [1, 2, 3, 4, 5];D. b = [1, 2, 3, 4, 5];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2193;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để thêm phần tử vào cuối danh sách ta dùng hàm; append()~ pop()~ clear()~ remove();A. append();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2194;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để xóa phần tử thứ 2 trong danh sách a ta dùng lệnh; del(2)~ del a[2]~ del a~ remove(2);B. del a[2];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2195;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Để xóa tất cả các phần tử trong danh sách, ta gọi hàm thành viên; append()~ pop()~ clear()~ remove();C. clear();F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2196;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cách khai báo biến mảng sau đây, cách nào sai?; ls = [1, 2, 3]~ ls = [x for x in range(3)]~ ls = [int(x) for x in input().split()]~ ls = list(3).;D. ls = list(3).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2197;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cho khai báo mảng sau;A = list(“3456789”)~Để in giá trị phần tử thứ 2 của mảng một chiều A ra màn hình ta viết~ print(A[2]).~ print(A[1]).~ print(A[3]).~ print(A[0]).;B. print(A[1]).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2198;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cho đoạn chương trình sau;a=[3,1,5,2]~a.sort()~print(a)~Sau khi thực hiện đoạn chương trình trên, danh sách a hiển thị trên màn hình là:~ [1,2,3,5]~ [3,1,5,2]~ [5,3,2,1]~ [3,5,2,1];A. [1,2,3,5];F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2199;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Giả sử có một list: i = [2, 3, 4]. Nếu muốn in list này theo thứ tự ngược lại ta nên sử dụng phương pháp nào sau đây?; print(list(reversed(i))).~ print(list(reverse(i))).~ print(reversed(i)).~ print(reversed(i)).;A. print(list(reversed(i))).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2200;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau thực hiện công việc gì?;A=[]~for i in range(1, 1001)~if(i % 7 == 0) and (i % 5 !=0):~append(str(i))~print(','.join(A))~ Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000.~ Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000 và chuỗi thu được in trên một dòng, có dấu “,” ngăn cách giữa các số.~ Tìm tất cả các số chia hết cho 7 và là bội số của 5, nằm trong đoạn 1 và 1000.~ Tìm tất cả các số không chia hết cho 7 nhưng là phải bội số của 5, nằm trong đoạn 1 và 1000.;B. Tìm tất cả các số chia hết cho 7 nhưng không phải bội số của 5, nằm trong đoạn 1 và 1000 và chuỗi thu được in trên một dòng, có dấu “,” ngăn cách giữa các số.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2201;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Đối tượng dưới đây thuộc kiểu dữ liệu nào?;A = [1, 2, ‘3’]~ list.~ int.~ float.~ string.;A. list.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
2202;Cánh diều;BÀI 15: THỰC HÀNH VỚI KIỂU DỮ LIỆU DANH SÁCH;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Phương thức nào sau đây dùng để thêm phần tử vào list trong python?; abs().~ link().~ append().~ add().;C. append().;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
